,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
7104,59,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
11202,40,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,42,Cambodia,<=50K
25280,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,El-Salvador,<=50K
1741,67,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
5189,29,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
11088,47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
20562,41,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,50,United-States,<=50K
14216,50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
335,41,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
11852,22,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K
16123,70,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K
9568,59,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
12381,55,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
30387,51,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,57,United-States,>50K
12945,70,?,9th,Widowed,?,Unmarried,White,Female,25,United-States,<=50K
19456,52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,8,United-States,<=50K
13505,20,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,25,United-States,<=50K
3102,47,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
27380,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
31405,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K
8204,27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
29209,42,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,>50K
12450,23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
32422,33,Private,Some-college,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K
30232,34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30451,18,Private,11th,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
15371,46,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
24343,34,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
24938,39,?,10th,Widowed,?,Unmarried,White,Female,15,United-States,<=50K
12064,37,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Male,40,El-Salvador,<=50K
416,59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
30368,30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
22856,29,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,80,United-States,<=50K
27430,31,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
4441,20,?,Some-college,Never-married,?,Own-child,White,Male,20,United-States,<=50K
23748,26,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,37,United-States,<=50K
1554,63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
7485,28,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K
23685,54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,>50K
23762,23,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,27,United-States,<=50K
230,66,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K
27583,42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
29626,67,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,United-States,<=50K
15890,29,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,34,United-States,<=50K
25180,59,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K
10487,48,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,37,United-States,>50K
865,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
5281,22,?,Some-college,Never-married,?,Own-child,White,Male,30,United-States,<=50K
24170,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
18830,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
25790,34,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
28296,48,?,9th,Separated,?,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,<=50K
9644,25,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
28525,38,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Italy,<=50K
21349,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
3539,29,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
26208,25,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,40,Mexico,<=50K
17664,42,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,15,United-States,<=50K
12937,51,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
9585,41,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
2051,51,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
6196,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
759,30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
13273,38,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K
10235,48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K
32414,41,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
24887,34,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,20,United-States,<=50K
30627,50,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
1657,40,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
3085,37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
637,31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
7898,26,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
22476,27,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
7906,42,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,?,<=50K
9175,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
30871,46,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
19690,32,?,Some-college,Never-married,?,Unmarried,White,Female,40,United-States,<=50K
5212,37,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,<=50K
3153,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
8925,45,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
24926,48,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,>50K
9541,39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
16353,51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
30224,63,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Cuba,<=50K
21919,65,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,Italy,>50K
30338,18,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,2,United-States,<=50K
18497,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,<=50K
25002,49,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,45,United-States,<=50K
7277,45,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K
23541,39,Private,Preschool,Never-married,Other-service,Not-in-family,White,Female,12,United-States,<=50K
16126,57,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
7996,54,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
9747,46,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Germany,>50K
20998,25,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
8359,34,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K
1190,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
28180,30,Self-emp-not-inc,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,49,United-States,<=50K
30578,24,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,Philippines,<=50K
3144,47,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
17763,21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,48,Mexico,<=50K
1529,65,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
26424,38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
3911,67,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K
2819,33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,>50K
3775,70,?,HS-grad,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
20243,51,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
18201,54,Private,Prof-school,Never-married,Prof-specialty,Other-relative,White,Female,65,United-States,<=50K
2526,29,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,Other,Female,45,United-States,>50K
31923,80,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,4,United-States,<=50K
15728,37,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,25,Canada,<=50K
5040,42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,United-States,<=50K
5831,60,?,Bachelors,Married-spouse-absent,?,Unmarried,Black,Female,15,United-States,<=50K
4014,41,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
14469,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K
12288,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
10960,30,?,Bachelors,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K
27157,35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
12651,38,Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,Male,65,United-States,<=50K
2124,41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
3949,68,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K
19463,59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
17396,45,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K
24491,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K
1888,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,United-States,>50K
13529,41,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
12563,21,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K
3714,36,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,42,United-States,>50K
25372,26,Private,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
11260,47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
17575,44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
26371,60,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,12,United-States,<=50K
18808,33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
28213,49,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,70,United-States,<=50K
1442,35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
18,22,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,?,>50K
1341,40,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,70,Iran,>50K
25884,44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
24021,61,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
18757,41,Private,Some-college,Separated,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K
4572,45,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
20611,57,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K
15902,50,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
13551,22,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,<=50K
151,59,Local-gov,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,40,United-States,<=50K
7588,27,Private,HS-grad,Divorced,Sales,Own-child,White,Female,35,United-States,<=50K
11637,21,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,9,United-States,<=50K
1826,37,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
16225,37,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
9061,33,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
23928,32,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,16,United-States,<=50K
31911,32,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
990,66,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
17391,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K
19888,22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,16,United-States,<=50K
17652,31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
13915,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
8867,34,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
17406,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
21813,49,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,>50K
12662,27,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
4475,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
26545,32,State-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Female,25,United-States,<=50K
11831,46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
25553,48,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
23022,34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
9155,19,Private,10th,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K
15606,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
26031,65,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,17,United-States,<=50K
27311,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
1687,47,Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
836,37,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K
1533,36,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
22858,38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,>50K
14174,29,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
